legal_entity_name,legal_entity_edrpou,division_name,division_residence_addresses,division_decl_sum,nszu_geocoding_google_api_lat,nszu_geocoding_google_api_lng
"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""БАХМАЦЬКИЙ РАЙОННИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ""  БАХМАЦЬКОЇ РАЙОННОЇ РАДИ ЧЕРНІГІВСЬКОЇ ОБЛАСТІ",38765198,Бахмацька амбулаторія загальної практики сімейної медицини,"ЧЕРНІГІВСЬКА область, БАХМАЦЬКИЙ район, місто БАХМАЧ, вулиця Соборності, 32",13725.0,51.184451700000004,32.8306586
"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ЗМІЇВСЬКИЙ РАЙОННИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" ЗМІЇВСЬКОЇ РАЙОННОЇ РАДИ ХАРКІВСЬКОЇ ОБЛАСТІ",38897677,АЗПСМ с.Геніївка,"ХАРКІВСЬКА область, ЗМІЇВСЬКИЙ район, село ГЕНІЇВКА, вулиця Вишнева, 32а",2072.0,49.6696486,36.503233
"Комунальне підприємство ""Кіцманський некомерційний центр первинної  медико-санітарної допомоги"" Кіцманської районної ради",38561624,Пункт здоров'я с. Реваківці,"ЧЕРНІВЕЦЬКА область, КІЦМАНСЬКИЙ район, село РЕВАКІВЦІ, вулиця Центральна, 13",110.0,48.3717408,25.684709299999998
"Комунальне некомерційне підприємство ""Центр первинної медико-санітарної допомоги Тячівської міської ради Закарпатської області""",42176435,Тячівківська амбулаторія загальної практики сімейної медицини,"ЗАКАРПАТСЬКА область, ТЯЧІВСЬКИЙ район, село ТЯЧІВКА, вулиця Шкільна, 65",644.0,48.0376744,23.5986439
"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО СОКАЛЬСЬКОЇ РАЙОННОЇ РАДИ ЛЬВІВСЬКОЇ ОБЛАСТІ ""СОКАЛЬСЬКА ЦЕНТРАЛЬНА РАЙОННА ЛІКАРНЯ""",01997248,Савчинська амбулаторія загальної практики - сімейної медицини,"ЛЬВІВСЬКА область, село САВЧИН, вулиця Шептицького, 12",1934.0,50.4729083,24.173236199999998
"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ТУРКІВСЬКИЙ РАЙОННИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" ТУРКІВСЬКОЇ РАЙОННОЇ РАДИ",42448068,Сільська лікарська амбулаторія загальної практики сімейної медицини с. Верхнє Висоцьке,"ЛЬВІВСЬКА область, ТУРКІВСЬКИЙ район, село ВЕРХНЄ ВИСОЦЬКЕ, вулиця Історична, 17",1679.0,48.947161,23.049373499999998
"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ІРШАВСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИЧНОЇ ДОПОМОГИ"" ІРШАВСЬКОЇ РАЙОННОЇ РАДИ ЗАКАРПАТСЬКОЇ ОБЛАСТІ",38456539,Амбулаторія ЗПСМ с. Заріччя,"ЗАКАРПАТСЬКА область, ІРШАВСЬКИЙ район, село ЗАРІЧЧЯ, вулиця Центральна, ",2927.0,48.283491999999995,22.9892422
"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""ПЕРВОМАЙСЬКИЙ МІСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" ПЕРВОМАЙСЬКОЇ МІСЬКОЇ РАДИ",38505313,"Амбулаторія загальної практики - сімейної медицини ""Центр-3""","МИКОЛАЇВСЬКА область, місто ПЕРВОМАЙСЬК, вулиця Театральна, 35",3498.0,48.0443986,30.854344899999997
"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""ХМЕЛЬНИЦЬКИЙ МІСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ №1"" ХМЕЛЬНИЦЬКОЇ МІСЬКОЇ РАДИ ",40888750,Амбулаторія загальної практики сімейної медицини №7,"ХМЕЛЬНИЦЬКА область, місто ХМЕЛЬНИЦЬКИЙ, вулиця КАМ'ЯНЕЦЬКА, 257/1",5001.0,49.385982,26.9569849
КОМУНАЛЬНЕ ПІДПРИЄМСТВО ПЕРЕМИШЛЯНСЬКА ЦЕНТРАЛЬНА РАЙОННА ЛІКАРНЯ,01996504,ПЕРЕМИШЛЯНСЬКА АМБУЛАТОРІЯ ЗАГАЛЬНОЇ ПРАКТИКИ СІМЕЙНОЇ МЕДИЦИНИ,"ЛЬВІВСЬКА область, ПЕРЕМИШЛЯНСЬКИЙ район, місто ПЕРЕМИШЛЯНИ, вулиця ГАЛИЦЬКА, 12",17113.0,49.6692136,24.5593173
"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ ПОЛОНСЬКОЇ МІСЬКОЇ РАДИ ПОЛОНСЬКОЇ МІСЬКОЇ ОБ'ЄДНАНОЇ ТЕРИТОРІАЛЬНОЇ ГРОМАДИ""",41877252,Великоберезнянська АЗП/СМ КНП ЦПМСД Полонської міської ради,"ХМЕЛЬНИЦЬКА область, ПОЛОНСЬКИЙ район, село ВЕЛИКА БЕРЕЗНА, вулиця Жукова, 2",380.0,50.040364700000005,27.4315702
"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ У ГЛОБИНСЬКОМУ РАЙОНІ""",38412444,Амбулаторія загальної практики - сімейної медицини с.Опришки,"ПОЛТАВСЬКА область, ГЛОБИНСЬКИЙ район, село ОПРИШКИ, вулиця Миру, 56",1420.0,49.366530600000004,33.1581537
"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""СМОТРИЦЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" СМОТРИЦЬКОЇ СЕЛИЩНОЇ РАДИ",42828300,Балинська амбулаторія загальної практики сімейної медицини,"ХМЕЛЬНИЦЬКА область, ДУНАЄВЕЦЬКИЙ район, село БАЛИН, вулиця Учительська, 11",1266.0,48.8769106,26.6725363
"Комунальне некомерційне підприємство""Дубенський районний центр первинної медико-санітарної допомоги"" Дубенської районної ради Рівненської області",38426200,Семидубська АЗПСМ,"РІВНЕНСЬКА область, ДУБЕНСЬКИЙ район, село СЕМИДУБИ, вулиця Черипанських, 8",2916.0,50.344239200000004,25.811573499999998
"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""САРАТСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ САРАТСЬКОЇ РАЙОННОЇ РАДИ ОДЕСЬКОЇ ОБЛАСТІ""",38842324,РОЙЛЯНСЬКА амбулаторія сімейної медицини - загальної практики,"ОДЕСЬКА область, САРАТСЬКИЙ район, село РОЙЛЯНКА, вулиця Шевченко, 54 а",1369.0,46.286335799999996,29.788473200000002
"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""КОЧУБЕЇВСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИЧНОЇ ДОПОМОГИ""",40204198,АЗПСМ с. Кочубеївка,"ХЕРСОНСЬКА область, ВИСОКОПІЛЬСЬКИЙ район, село КОЧУБЕЇВКА, вулиця Менонітська, 120",1486.0,47.4981826,33.2117627
"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО СКВИРСЬКОЇ РАЙОННОЇ РАДИ ""СКВИРСЬКИЙ РАЙОННИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ""",38500755,Великополовецька амбулаторія загальної практики сімейної медицини,"КИЇВСЬКА область, СКВИРСЬКИЙ район, село ВЕЛИКОПОЛОВЕЦЬКЕ, вулиця Молодіжна, 13а",1715.0,49.87003060000001,29.9431408
"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ БАРВІНКІВСЬКОГО РАЙОНУ"" БАРВІНКІВСЬКОЇ РАЙОННОЇ РАДИ",38248739,АЗПСМ с.Григоровка,"ХАРКІВСЬКА область, БАРВІНКІВСЬКИЙ район, село ГРИГОРІВКА, прохід Шкільний , 11",1632.0,48.872750200000006,36.9155065
Комунальне некомерційне підприємство 'Центр первинної медико-санітарної допомоги Кагарлицької районної ради',38085929,Черняхівська амбулаторія загальної практики сімейної медицини,"КИЇВСЬКА область, КАГАРЛИЦЬКИЙ район, село ЧЕРНЯХІВ, вулиця 8 Березня, 3а",2003.0,50.00883579999999,30.781884899999998
КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО КОВЕЛЬСЬКЕ МІСЬКРАЙОННЕ ТЕРИТОРІАЛЬНЕ МЕДИЧНЕ ОБ'ЄДНАННЯ КОВЕЛЬСЬКОЇ МІСЬКОЇ РАДИ ВОЛИНСЬКОЇ ОБЛАСТІ,01982940,Люблинецька амбулаторія загальної практики-сімейної медицини Центру первинної медико-санітарної допомоги Ковельського МТМО,"ВОЛИНСЬКА область, КОВЕЛЬСЬКИЙ район, смт. ЛЮБЛИНЕЦЬ, вулиця Незалежності, 7",5051.0,51.183738500000004,24.624548
"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ОРАТІВСЬКИЙ РАЙОННИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" ОРАТІВСЬКОЇ РАЙОННОЇ РАДИ",37133248,Амбулаторія загальної практики сімейної медицини с. Медівка,"ВІННИЦЬКА область, ОРАТІВСЬКИЙ район, село МЕДІВКА, вулиця Зелена, 1",767.0,49.2599278,29.334708399999997
"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""СТОРОЖИНЕЦЬКИЙ РАЙОННИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" СТОРОЖИНЕЦЬКОЇ РАЙОННОЇ РАДИ ЧЕРНІВЕЦЬКОЇ ОБЛАСТІ",38541220,Костинецька АЗПСМ,"ЧЕРНІВЕЦЬКА область, СТОРОЖИНЕЦЬКИЙ район, село КОСТИНЦІ, вулиця Головна, 23",1153.0,48.280486200000006,25.6401635
"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""МІСЬКА ЛІКАРНЯ № 28"" ХАРКІВСЬКОЇ МІСЬКОЇ РАДИ",02003735,"Комунальне некомерційне підприємство ""Міська лікарня № 28"" Харківської міської ради. Центр надання первинної медичної допомоги (філія Академіка Вальтера)","ХАРКІВСЬКА область, місто ХАРКІВ, вулиця Академіка Вальтера, 8",4481.0,50.0910402,36.25797070000001
"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""РОГАТИНСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" РОГАТИНСЬКОЇ РАЙОННОЇ РАДИ ІВАНО-ФРАНКІВСЬКОЇ ОБЛАСТІ",41838805,Амбулаторія загальної практики-сімейної медицини с.Княгиничі,"ІВАНО-ФРАНКІВСЬКА область, РОГАТИНСЬКИЙ район, село КНЯГИНИЧІ, вулиця Шухевича, 7",2140.0,49.3803079,24.4607077
"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ № 1 ДНІПРОВСЬКОГО РАЙОНУ М. КИЄВА""",26188946,"Амбулаторія загальної практики-сімейної медицини № 7 Комунального некомерційного підприємства ""Центр первинної медико-санітарної допомоги № 1"" Дніпровського району м. Києва","М.КИЇВ, місто КИЇВ, бульвар Перова, 10",5898.0,50.4799071,30.5942547
Комунальне некомерційне підприємство Костянтинівської районної ради Донецької області 'Костянтинівський районний центр первинної медико-санітарної допомоги',37695958,Амбулаторія загальної практики - сімейної медицини с.Стара Миколаївка,"ДОНЕЦЬКА область, КОСТЯНТИНІВСЬКИЙ район, село СТАРА МИКОЛАЇВКА, вулиця Вишнева, 1",1831.0,48.3272592,37.678691799999996
"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ ОЛЕКСАНДРІЙСЬКОЇ РАЙОННОЇ РАДИ КІРОВОГРАДСЬКОЇ ОБЛАСТІ""",38201051,Бандурівська амбулаторія ЗПСМ,"КІРОВОГРАДСЬКА область, ОЛЕКСАНДРІЙСЬКИЙ район, село БАНДУРІВКА, вулиця Шкільний, 2б",34.0,48.7427852,32.9416447
НАГОВСЬКИЙ ОЛЕКСАНДР ІГОРОВИЧ,----------,"Амбулаторія загальної практики сімейної медицини(м. Мукачево, вул. Мира 10, 2 поверх)","ЗАКАРПАТСЬКА область, місто МУКАЧЕВЕ, вулиця Мира, 10",104.0,48.440822,22.7290969
