division_name,division_residence_addresses,division_decl_sum,nszu_geocoding_google_api_lat,nszu_geocoding_google_api_lng
Коропська амбулаторія загальної практики - сімейної медицини,"ЧЕРНІГІВСЬКА область, КОРОПСЬКИЙ район, смт. КОРОП, вулиця Чернігівська, 56",8179.0,51.5718566,32.9703217
Амбулаторія загальної практики - сімейної медицини №6,"ЖИТОМИРСЬКА область, місто ЖИТОМИР, площа Польова, 2",5249.0,50.2463223,28.701457
"Товариство з обмеженою відповідальністю ""Медичний центр ""Адастра плюс""","ДОНЕЦЬКА область, місто МАРІУПОЛЬ, вулиця Італійська, 140Б",329.0,47.0934571,37.5352329
Понінківська АЗП/СМ КНП ЦПМСД Полонської міської ради,"ХМЕЛЬНИЦЬКА область, ПОЛОНСЬКИЙ район, смт. ПОНІНКА, вулиця Перемоги, 25",5985.0,50.1843119,27.528382899999997
Амбулаторія загальної практики - сімейної медицини с. Зубівка,"ПОЛТАВСЬКА область, МИРГОРОДСЬКИЙ район, село ЗУБІВКА, вулиця Козацька, 1",1000.0,50.017306899999994,33.6946028
СІМЕЙНИЙ ЛІКАР НАДІЯ,"ЗАПОРІЗЬКА область, місто ЗАПОРІЖЖЯ, вулиця Рельєфна, 10-А",37.0,47.8774542,35.0636654
АЗПСМ с.Р.Комарівці,"ЗАКАРПАТСЬКА область, УЖГОРОДСЬКИЙ район, село РУСЬКІ КОМАРІВЦІ, вулиця Жовтнева, 1",1782.0,48.5204681,22.436926
Амбулаторія ЗПСМ с. Кулачківці,"ІВАНО-ФРАНКІВСЬКА область, СНЯТИНСЬКИЙ район, село КУЛАЧКІВЦІ, вулиця Січових Стрільців, 60",1946.0,48.5464334,25.312265
КНП ЦПМСД 2  АЗПСМ №1,"ВІННИЦЬКА область, місто ВІННИЦЯ, вулиця Р.Скалецького, 33а",20197.0,49.2203409,28.4531186
Олександропільська АЗПСМ,"ДОНЕЦЬКА область, ЯСИНУВАТСЬКИЙ район, село ОЛЕКСАНДРОПІЛЬ, вулиця Молодіжна, 21",2087.0,48.2802385,37.7746482
Амбулаторія загальної практики сімейної медицини №8,"ДНІПРОПЕТРОВСЬКА область, місто КРИВИЙ РІГ, вулиця Герцена, 6А",1090.0,47.823922499999995,33.2626304
Філія КНП ЦПМСД Дарницького району Амбулаторія №2,"М.КИЇВ, місто КИЇВ, вулиця Урлівська, 13",9150.0,50.40821,30.618242499999997
Амбулаторія загальної практики – сімейної медицини с. Постолівка,"ТЕРНОПІЛЬСЬКА область, ГУСЯТИНСЬКИЙ район, село ПОСТОЛІВКА, вулиця Загоринка, 1А",764.0,49.2024715,26.102683300000002
"Амбулаторія ЗПСМ № 1 м. Кривий Ріг (КУ ""ЦПМСД № 7"" Криворізької МР)","ДНІПРОПЕТРОВСЬКА область, місто КРИВИЙ РІГ, вулиця Каткова, 2",27784.0,47.6870211,33.1670601
Ічнянська міська лікарська амбулаторія загальної практики - сімейної медицини,"ЧЕРНІГІВСЬКА область, ІЧНЯНСЬКИЙ район, місто ІЧНЯ, вулиця Ковалівка, 6",10471.0,50.8676157,32.394750300000005
Кельменецька АЗПСМ,"ЧЕРНІВЕЦЬКА область, КЕЛЬМЕНЕЦЬКИЙ район, смт. КЕЛЬМЕНЦІ, вулиця Сагайдачного , 77",10601.0,48.4557701,26.838156400000003
Амбулаторія загальної практики - сімейної медицини с.Нижчі Луб'янки,"ТЕРНОПІЛЬСЬКА область, ЗБАРАЗЬКИЙ район, село НИЖЧІ ЛУБ'ЯНКИ, вулиця Івана Франка, 13",921.0,49.672374700000006,25.824100899999998
АЗПСМ №1,"ХМЕЛЬНИЦЬКА область, місто ШЕПЕТІВКА, вулиця Островського, 42",3746.0,50.1807708,27.0573256
ПЗ с. Базар,"ТЕРНОПІЛЬСЬКА область, ЧОРТКІВСЬКИЙ район, село БАЗАР, вулиця Шкільна, 14",525.0,48.949487299999994,25.573687
"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО МАРІУПОЛЬСЬКОЇ МІСЬКОЇ РАДИ ""ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ №1 М.МАРІУПОЛЯ""   Амбулаторія № 9","ДОНЕЦЬКА область, місто МАРІУПОЛЬ, вулиця Варшавська, 106/32",4100.0,47.172491,37.5779184
Піщівська АЗПСМ,"ЖИТОМИРСЬКА область, НОВОГРАД-ВОЛИНСЬКИЙ район, село ПІЩІВ, вулиця Миру, 15а",1931.0,50.603848600000006,27.313942100000002
"Амбулаторія ЗПСМ № 3, Філія 1 КНП ""ЦПМСД №1"" Оболонського району м. Києва","М.КИЇВ, місто КИЇВ, вулиця Північна, 4 а",5593.0,50.526883700000006,30.503069300000003
Білолуцька амбулаторія ЗПСМ,"ЛУГАНСЬКА область, НОВОПСКОВСЬКИЙ район, смт. БІЛОЛУЦЬК, вулиця Чернишової, 1",4963.0,49.7043697,39.018404700000005
Амбулаторія загальної практики сімейної медицини №9,"ХМЕЛЬНИЦЬКА область, місто ХМЕЛЬНИЦЬКИЙ, вулиця Кам'янецька, 76",10183.0,49.420263,26.975771899999998
КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО БІСКОВИЦЬКОЇ СІЛЬСЬКОЇ РАДИ БІСКОВИЦЬКА АМБУЛАТОРІЯ ЗАГАЛЬНОЇ ПРАКТИКИ-СІМЕЙНОЇ МЕДИЦИНИ,"ЛЬВІВСЬКА область, САМБІРСЬКИЙ район, село БІСКОВИЧІ, вулиця Шкільна, 14",4520.0,49.5426007,23.1602451
Переривська амбулаторія,"ІВАНО-ФРАНКІВСЬКА область, село ПЕРЕРИВ, вулиця Івана Франка, 4",2585.0,48.500482899999994,25.135958
Амбулаторія загальної практики сімейної медицини № 7,"ЗАПОРІЗЬКА область, місто ЗАПОРІЖЖЯ, вулиця Авраменка, 14а",8550.0,47.8520984,35.2333684
АЗПСМ с.Люта,"ЗАКАРПАТСЬКА область, ВЕЛИКОБЕРЕЗНЯНСЬКИЙ район, село ЛЮТА, вулиця , 317",170.0,48.896116,22.777257000000002
АЗПСМ с.Чайківка,"ЖИТОМИРСЬКА область, РАДОМИШЛЬСЬКИЙ район, село ЧАЙКІВКА, вулиця Зарічка, 4",1117.0,50.542410600000004,29.0453738
Амбулаторія ЗПСМ с.Джурів ,"ІВАНО-ФРАНКІВСЬКА область, СНЯТИНСЬКИЙ район, село ДЖУРІВ, вулиця Франка, 111",3053.0,48.39616229999999,25.30874
АЗПСМ с.Липне,"ЖИТОМИРСЬКА область, ЛЮБАРСЬКИЙ район, село ЛИПНЕ, вулиця Зарудня , 30",200.0,49.9756907,27.8503331
Амбулаторія загальної практики сімейної медицини № 6,"ЗАПОРІЗЬКА область, місто ЗАПОРІЖЖЯ, вулиця Брюллова, 6",4442.0,47.827558,35.202568
Карпилівська амбулаторія загальної практики - сімейної медицини,"РІВНЕНСЬКА область, РІВНЕНСЬКИЙ район, село КАРПИЛІВКА, вулиця Лесі Українки, 46а",3.0,50.6704391,26.1170651
Новопавлівська АЗПСМ,"ДНІПРОПЕТРОВСЬКА область, МЕЖІВСЬКИЙ район, село НОВОПАВЛІВКА, вулиця Карпінського, 19",1153.0,48.13787620000001,36.7865463
Гречишкинська сільська лікарська амбулаторія загальної практики сімейної медицини,"ЛУГАНСЬКА область, НОВОАЙДАРСЬКИЙ район, село ГРЕЧИШКИНЕ, вулиця Істрашкіна, 30а",154.0,48.8664948,38.8951412
Михайликівська АЗПСМ,"ПОЛТАВСЬКА область, ШИШАЦЬКИЙ район, село МИХАЙЛИКИ, вулиця Є. Коновальця, 19",701.0,49.9667664,34.1446943
