legal_entity_name,division_id,division_name,division_area,division_region,division_settlement,division_residence_addresses,nszu_geocoding_google_api_lng,nszu_geocoding_google_api_lat,total_sum
"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""І.К.ВЕЛ""",02a62664-0856-43a1-8d1c-419dab0126de,Аптека № 94,ІВАНО-ФРАНКІВСЬКА,СНЯТИНСЬКИЙ,СНЯТИН,"ІВАНО-ФРАНКІВСЬКА область, СНЯТИНСЬКИЙ район, місто СНЯТИН, вулиця .Шевченка, 179/1",25.569910699999998,48.4464244,1099494.7699999998
"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ПРАНА-ФАРМ""",02a71866-4907-4df0-8951-0c82e25b87d1,"Аптека №15 ""Прана""",СУМСЬКА,,СУМИ,"СУМСЬКА область, місто СУМИ, вулиця Іллінська, 12",34.7893083,50.911693299999996,1902442.2700000005
"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""СИСТЕМА АПТЕК ""КРОК""",02ab4626-e7f9-4d60-ae42-8715d84f13b1,"Аптечний пункт №1 (Аптеки №3 м.Херсон, вул.Лавреньова, 9)",ХЕРСОНСЬКА,,ХЕРСОН,"ХЕРСОНСЬКА область, місто ХЕРСОН, вулиця Комарова, 2",32.601591,46.6476384,265828.67
"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""АПТЕКА МІНЕРАЛЬНІ ВОДИ""",02bb0a7e-c415-4a8f-8d47-9cb850ad45f5,Аптека №154,М.КИЇВ,,КИЇВ,"М.КИЇВ, місто КИЇВ, вулиця Урловская, 22",30.620759600000003,50.4090303,
"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ПОДОРОЖНИК РІВНЕ""",02d4122c-ee2e-4c0d-bcc4-c0e950dd0db5,Аптека №19 ПОДОРОЖНИК мережа аптек,РІВНЕНСЬКА,,РІВНЕ,"РІВНЕНСЬКА область, місто РІВНЕ, вулиця Гагаріна, 39",26.2677956,50.6296467,1230263.65
"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ЖОЛДІФАРМ""",02d501c8-1217-4eee-919c-d9b0c1bbc494,Аптека №2,М.КИЇВ,,КИЇВ,"М.КИЇВ, місто КИЇВ, вулиця Естонська, 7",30.408720000000002,50.46402,140956.38
"Товариство з обмеженою відповідальністю ""Ваша аптека""",02da79e8-df70-40d5-a0c3-b442a413779a,Аптека №22,ТЕРНОПІЛЬСЬКА,,ТЕРНОПІЛЬ,"ТЕРНОПІЛЬСЬКА область, місто ТЕРНОПІЛЬ, вулиця Шептицького Митрополита, 2",25.586045600000002,49.538576899999995,4687773.800000001
"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""АПТЕКА №28""",02de68f2-a30d-4a08-b345-6488d4e7aa9f,Аптека №9,КІРОВОГРАДСЬКА,,КРОПИВНИЦЬКИЙ,"КІРОВОГРАДСЬКА область, місто КРОПИВНИЦЬКИЙ, вулиця Добровольського, 22Б",32.2693462,48.5381455,95676.98
БРАГА ЕДУАРД ЛЕОНІДОВИЧ,02fba129-4cec-4e60-b333-29fbe3aca163,"Аптечний пункт №2 (Аптеки №1 Запорізька обл., м.Мелітополь, вул.Леніна, 129)",ЗАПОРІЗЬКА,,МЕЛІТОПОЛЬ,"ЗАПОРІЗЬКА область, місто МЕЛІТОПОЛЬ, вулиця Крупської, 7",35.356542299999994,46.8356381,877671.6799999999
"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ФАРМАЦЕВТИЧНА КОМПАНІЯ ""ЗДРАВИЦА""",02ff42cb-c8e3-440d-be07-3ff7c0e330ac,аптека17,ДОНЕЦЬКА,,ДРУЖКІВКА,"ДОНЕЦЬКА область, місто ДРУЖКІВКА, проспект Космонавтів, 6",37.5375288,48.607369399999996,
"ПРИВАТНЕ ПІДПРИЄМСТВО ""ФАРМАРОСТ 2011""",0309dfc1-39a9-436e-a20c-d095a96aa405,Аптека №42,ХАРКІВСЬКА,,СЛОБОЖАНСЬКЕ,"ХАРКІВСЬКА область, смт. СЛОБОЖАНСЬКЕ, вулиця Дружби, 13",36.5225505,49.5965386,752387.5599999998
"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""АСТОРІЯ-ФАРМ""",03120bf4-7173-4dbe-9d86-4f8b0c1af051,Аптечний пункт №1,КИЇВСЬКА,БІЛОЦЕРКІВСЬКИЙ,УЗИН,"КИЇВСЬКА область, БІЛОЦЕРКІВСЬКИЙ район, місто УЗИН, вулиця Івана Богуна, 57-А",30.426732300000005,49.8265984,855737.67
"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""Вітамінка""",0315fa29-0a2a-496f-bccb-d363bfdc0822,"Аптека №10 ""Вітамін""",КИЇВСЬКА,,БІЛА ЦЕРКВА,"КИЇВСЬКА область, місто БІЛА ЦЕРКВА, вулиця Леваневського, 53-Г",30.15318,49.78683,525126.8899999999
"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""МЕД-СЕРВІС ДНЕПР""",031955fb-5072-4ebe-a9e9-03c75a326a48,Аптека №113,ДНІПРОПЕТРОВСЬКА,,КАМ'ЯНСЬКЕ,"ДНІПРОПЕТРОВСЬКА область, місто КАМ'ЯНСЬКЕ, проспект Перемоги, 59 А",34.5547124,48.5972056,230033.29
"ПРИВАТНЕ ПІДПРИЄМСТВО ВИРОБНИЧО-КОМЕРЦІЙНА ФІРМА ""СКАЙІНВЕСТ""",032aeb98-b6ac-4019-ae35-b39f1c4da4b3,Аптека №11,ЛЬВІВСЬКА,СОКАЛЬСЬКИЙ,ВЕЛИКІ МОСТИ,"ЛЬВІВСЬКА область, СОКАЛЬСЬКИЙ район, місто ВЕЛИКІ МОСТИ, вулиця Львівська, 27",24.2787576,50.466562200000006,1286996.8
"Товариство з обмеженою відповідальністю ""АЙ ПІ ФАРМАЦІЯ""",03309910-f26f-461a-a001-daeac767ba58,Аптека №25,КІРОВОГРАДСЬКА,,СВІТЛОВОДСЬК,"КІРОВОГРАДСЬКА область, місто СВІТЛОВОДСЬК, вулиця Героїв України, 41",32.210708399999994,48.4918598,256846.41000000003
"Приватне підприємство ""Фармацевтична компанія ""Здорова родина""",0332724f-2de6-4e4e-9ab8-eea100a58980,Аптека №43,ЛЬВІВСЬКА,,ЛЬВІВ,"ЛЬВІВСЬКА область, місто ЛЬВІВ, вулиця Хімічна, 4",24.026493,49.8546453,2057527.69
"ПРИВАТНА ВИРОБНИЧО-ТОРГІВЕЛЬНА ФІРМА ""ФІТОЦЕНТР""",033ce2c0-763d-4740-8d82-f5c3dcd3eb00,Аптека №8,ВОЛИНСЬКА,ЛЮБОМЛЬСЬКИЙ,ЛЮБОМЛЬ,"ВОЛИНСЬКА область, ЛЮБОМЛЬСЬКИЙ район, місто ЛЮБОМЛЬ, вулиця Володимирська, 1Б",24.032770000000003,51.22653,1185017.02
"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""ФАРМАЦІЯ""",03420516-d5d4-4c8a-955f-0730caa67ec6,Аптека №82,М.КИЇВ,,КИЇВ,"М.КИЇВ, місто КИЇВ, вулиця Шолом-Алейхема, 3",30.626471600000002,50.471441299999995,16010816.620000001
"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""АПТЕКА МІНЕРАЛЬНІ ВОДИ""",03426d33-a0d0-4459-92cf-ece4330f4033,Аптека №29,М.КИЇВ,,КИЇВ,"М.КИЇВ, місто КИЇВ, вулиця Борщаговська, 154",30.444187,50.445151,
"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ДЕЛЬТА-2000""",034cc2e8-62a5-4797-b107-f19934e6ca0f,Аптека №5,ХМЕЛЬНИЦЬКА,,ВІНЬКІВЦІ,"ХМЕЛЬНИЦЬКА область, смт. ВІНЬКІВЦІ, вулиця Соборної України, 17",27.225189500000003,49.039039100000004,1786.8400000000001
"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ГАММА-ФАРМ""",034cde4f-c47a-4101-88c5-1a9a77fef8c0,аптечний пункт №1 аптеки №1,ХМЕЛЬНИЦЬКА,,ДЕРАЖНЯ,"ХМЕЛЬНИЦЬКА область, смт. ДЕРАЖНЯ, вулиця Подільська, 1",27.422988800000002,49.2711628,44166.39000000001
"Товариство з обмеженою відповідальністю "" Менго""",034e913f-30d2-4987-bab2-9864a74b403f,Аптека № 60,ДОНЕЦЬКА,,МАРІУПОЛЬ,"ДОНЕЦЬКА область, місто МАРІУПОЛЬ, вулиця Київська, 37б",37.685361900000004,47.122076,918258.26
"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""РІВНЕЛІКИ""",03508154-e3ae-4ee7-a213-9d374bfa12b1,Аптека №8,РІВНЕНСЬКА,ВОЛОДИМИРЕЦЬКИЙ,ВОЛОДИМИРЕЦЬ,"РІВНЕНСЬКА область, ВОЛОДИМИРЕЦЬКИЙ район, смт. ВОЛОДИМИРЕЦЬ, вулиця Чкалова, 4",26.1388341,51.421097499999995,420427.06
"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""АКС-ОДЕСА""",03569444-7e06-4efb-a01b-46ed3a4654bd,"Аптека №27 ""Академіка Заболотного, 54/2""",ОДЕСЬКА,,ОДЕСА,"ОДЕСЬКА область, місто ОДЕСА, вулиця Академіка Заболотного, 54",30.7998925,46.577338,148149.41000000003
"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ТОРГОВИЙ ДІМ ""КОНТИНЕНТ"" - КЛАС А",0365dc2d-68d0-4c08-821f-396081333745,"ТОВ ТД ""Континент"" - клас А Аптека №1",КІРОВОГРАДСЬКА,ГОЛОВАНІВСЬКИЙ,ГОЛОВАНІВСЬК,"КІРОВОГРАДСЬКА область, ГОЛОВАНІВСЬКИЙ район, смт. ГОЛОВАНІВСЬК, вулиця Соборна, 88",30.4626205,48.3843573,7787.82
ФОП Костьов'ят Ірина Миколаївна,03734416-b170-439d-a4e0-62e404541e06,Аптека №1,ЛЬВІВСЬКА,РАДЕХІВСЬКИЙ,РАДЕХІВ,"ЛЬВІВСЬКА область, РАДЕХІВСЬКИЙ район, місто РАДЕХІВ, вулиця Тарнавського, 1-А",24.6427057,50.2785055,111694.90000000001
"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ФАРМАСТОР""",0373d7f7-4d57-4b1a-b09c-dd641c03cf5c,"Аптека №29 Доброго дня м.Одеса, вул.Академіка Філатова, 2",ОДЕСЬКА,,ОДЕСА,"ОДЕСЬКА область, місто ОДЕСА, вулиця Академіка Філатова, 2",30.724950300000003,46.4324483,1229275.7
"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ПОДОРОЖНИК ДНІПРО""",03745256-8e85-46ad-a380-0f0b41d6e7d9,Аптека №10 ПОДОРОЖНИК мережа аптек,ДНІПРОПЕТРОВСЬКА,,ДНІПРО,"ДНІПРОПЕТРОВСЬКА область, місто ДНІПРО, площа Вокзальна, 1",35.0148644,48.4760177,224233.79
"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""РЕГІОНАЛЬНА АПТЕЧНА МЕРЕЖА РУАН""",03768245-803b-4c54-b662-512ce658a99d,Аптека № 91,КИЇВСЬКА,,БІЛА ЦЕРКВА,"КИЇВСЬКА область, місто БІЛА ЦЕРКВА, вулиця Ярослава Мудрого, 45",30.122397600000003,49.801192900000004,2252249.89
"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""АНЕЛА""",03853f9c-9de1-4598-98bc-86a8dba93668,Аптека №1,М.КИЇВ,,КИЇВ,"М.КИЇВ, місто КИЇВ, вулиця Дорогожицька , 17",30.44383,50.46989,779513.96
"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""РІФАРМ""",0399c476-7be0-491c-91d3-ac33b8ebab93,"Аптечний пункт №3 (Аптеки №2 м.Одеса, вул.Пироговська, 3/5)",ОДЕСЬКА,,ПОДІЛЬСЬК,"ОДЕСЬКА область, місто ПОДІЛЬСЬК, вулиця Каштанова, 76",29.514154700000002,47.7611581,
"ПУБЛІЧНЕ АКЦІОНЕРНЕ ТОВАРИСТВО ""САРНИФАРМАЦІЯ""",039a17a8-8036-45e3-87ce-c51c49be8577,АПТЕКА №9 ,РІВНЕНСЬКА,САРНЕНСЬКИЙ,КЛЕСІВ,"РІВНЕНСЬКА область, САРНЕНСЬКИЙ район, смт. КЛЕСІВ, вулиця Демократична, 28",26.59872,51.335770000000004,489140.08
"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ПЛАНЕТА ЗДОРОВ'Я - Т""",039ebf8b-f82b-49ee-9309-21e0ab6b1dd5,Аптека №4,ЛЬВІВСЬКА,,ДРОГОБИЧ,"ЛЬВІВСЬКА область, місто ДРОГОБИЧ, вулиця Грушевського, 44",23.5214657,49.3530045,282168.71
"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""АПТЕКА №28""",03cc92f2-f6d5-41a8-898d-59fd7eb7d3ee,Аптека №19,КИЇВСЬКА,,БІЛА ЦЕРКВА,"КИЇВСЬКА область, місто БІЛА ЦЕРКВА, вулиця О. Гончара, 3",30.10515,49.80751,95676.98
"Товариство з обмеженою відповідальністю ""АЙ ПІ ФАРМАЦІЯ""",03d28880-d712-4814-ac61-1712aeb85c16,Аптека №105,М.КИЇВ,,КИЇВ,"М.КИЇВ, місто КИЇВ, проспект Оболонський, 12",30.4991,50.5049,256846.41000000003
"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ДАНУНЦ""",03dff4ae-8f27-4c03-9a08-65540c84e650,Аптека №65,КІРОВОГРАДСЬКА,,ЗНАМ'ЯНКА,"КІРОВОГРАДСЬКА область, місто ЗНАМ'ЯНКА, вулиця Виктора Голого, 24А",32.6723789,48.7174513,580060.76
"Приватне підприємство ""Южноукраїнська фармацевтична компанія""",03e5fdc7-a43a-451f-bd91-cc5582e1785a,Аптека №53,МИКОЛАЇВСЬКА,ЄЛАНЕЦЬКИЙ,ЄЛАНЕЦЬ,"МИКОЛАЇВСЬКА область, ЄЛАНЕЦЬКИЙ район, смт. ЄЛАНЕЦЬ, вулиця Соборна, 123",31.85083,47.69647,953443.82
"Товариство з обмеженою відповідальністю ""Аптека.194""",03e8f9f1-dcba-4055-96c8-4d9f01936b92,Аптечний пункт №1 Аптеки №2,КИЇВСЬКА,БОРИСПІЛЬСЬКИЙ,ГОЛОВУРІВ,"КИЇВСЬКА область, БОРИСПІЛЬСЬКИЙ район, село ГОЛОВУРІВ, вулиця Шевченко, 12",30.9819288,50.1855692,167404.91000000003
"Товариство з обмеженою відповідальністю ""КИЇВФАРМ""",03f15938-2eb5-42fb-a080-96d8693316ab,Аптека №28,КИЇВСЬКА,,КОЦЮБИНСЬКЕ,"КИЇВСЬКА область, смт. КОЦЮБИНСЬКЕ, вулиця Доківська, 14",30.335486100000004,50.4908193,1049536.21
Фізична особа підприємець Бевз Світлана Павлівна,03f46b7d-014f-483d-b2b8-c15d7d39b534,Аптека №1,ВІННИЦЬКА,МУРОВАНОКУРИЛОВЕЦЬКИЙ,МУРОВАНІ КУРИЛІВЦІ,"ВІННИЦЬКА область, МУРОВАНОКУРИЛОВЕЦЬКИЙ район, смт. МУРОВАНІ КУРИЛІВЦІ, вулиця Соборна, 31",27.517861600000003,48.716731700000004,54135.710000000014
"Приватне підприємство ""Южноукраїнська фармацевтична компанія""",03fb313a-9db0-4b0e-9597-69d8ad3b0387,Аптека №10,ХЕРСОНСЬКА,,ХЕРСОН,"ХЕРСОНСЬКА область, місто ХЕРСОН, проспект Кирила та Мефодія, 19",32.5584,46.64686,953443.82
"Товариство з обмеженою відповідальністю ""Сіріус-95""",03fc3b19-462d-4da2-adfb-dffe7465f206,Аптека №24,КИЇВСЬКА,,БІЛА ЦЕРКВА,"КИЇВСЬКА область, місто БІЛА ЦЕРКВА, вулиця Гоголя, 16",30.12149,49.79716,6234.82
"Товариство з обмеженою відповідальністю ""Велес Фарм""",03fd745e-cd30-401f-8640-527f0b94c891,Аптечний пункт №1 Аптеки №7,КИЇВСЬКА,,БЕРЕЗАНЬ,"КИЇВСЬКА область, місто БЕРЕЗАНЬ, вулиця Радянська, 50",31.4552683,50.317966399999996,242.63
МІСЬКЕ КОМУНАЛЬНЕ ПІДПРИЄМСТВО “ВІННИЦЬКА МІСЬКА АПТЕКА”,040f6ce0-29ba-451e-ac0e-9a025b15b341,"Аптечний пункт №1 МКП ""ВМА""",ВІННИЦЬКА,,ВІННИЦЯ,"ВІННИЦЬКА область, місто ВІННИЦЯ, вулиця Маяковського, 138",28.469568199999998,49.2126102,995862.1599999999
"ПРИВАТНЕ ПІДПРИЄМСТВО ""ТЕМП 2011""",04113fad-fd97-4abd-a077-56607199efc3,Аптека №33,ХАРКІВСЬКА,,ХАРКІВ,"ХАРКІВСЬКА область, місто ХАРКІВ, вулиця Отакара Яроша, 25А",36.224488,50.02854,588468.19
"Товариство з обмеженою відповідальністю ""Сальве""",04142679-3de8-4a33-8ae2-5dd365e17e12,Аптека №23,ВОЛИНСЬКА,,ЛУЦЬК,"ВОЛИНСЬКА область, місто ЛУЦЬК, проспект Соборності, 43",25.357642000000002,50.755576299999994,1269528.05
"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""АВК ФАРМ""",041713d0-2b88-4d97-bf73-bb0a47dd9076,"ТОВ ""АВК ФАРМ"", аптека №2",ХМЕЛЬНИЦЬКА,ІЗЯСЛАВСЬКИЙ,ІЗЯСЛАВ,"ХМЕЛЬНИЦЬКА область, ІЗЯСЛАВСЬКИЙ район, місто ІЗЯСЛАВ, вулиця Шевченка, 25",26.8281141,50.1191124,91254.3
"Приватне підприємство ""Фірма Магія-Фарм""",041b9350-0698-4f53-aead-12f9e4a196d5,Аптека №15,ХАРКІВСЬКА,,ХАРКІВ,"ХАРКІВСЬКА область, місто ХАРКІВ, проспект Героїв  Сталінграду, 161",36.3054895,49.9447429,4875352.2
